id,lastpage,randnumber,behaperf1,behaperf2,behaperf3,behaperf4,behaperf5,behaperfcont1,behaperfcont2,behaperfcont3,behaperfcont4,behaperfcont5,behacons2,behacons1,behacons3,behacons4,behacons5,behaconscont1,behaconscont2,behaconscont3,behaconscont4,behaconscont5,verdperf1,verdperf2,verdperf3,verdperf4,verdperf5,verdperfcont1,verdperfcont2,verdperfcont3,verdperfcont4,verdperfcont5,verdcons2,verdcons1,verdcons3,verdcons4,verdcons5,verdconscont1,verdconscont2,verdconscont3,verdconscont4,verdconscont5,exerperf1,exerperf2,exerperf3,exerperf4,exerperf5,exerperfcont1,exerperfcont2,exerperfcont3,exerperfcont4,exerperfcont5,exercons1,exercons2,exercons3,exercons4,exercons5,exerconscont1,exerconscont2,exerconscont3,exerconscont4,exerconscont5,commperf1,commperf2,commperf3,commperf4,commperf5,commperfcont1,commperfcont2,commperfcont3,commperfcont4,commperfcont5,commcons1,commcons2,commcons3,commcons4,commcons5,commconscont1,commconscont2,commconscont3,commconscont4,commconscont5,expoperf1,expoperf2,expoperf3,expoperf4,expoperf5,expoperfcont1,expoperfcont2,expoperfcont3,expoperfcont4,expoperfcont5,expocons1,expocons2,expocons3,expocons4,expocons5,expoconscont1,expoconscont2,expoconscont3,expoconscont4,expoconscont5,gen1,gen2,gen3,age,edu1,edu2,edu3,edu4,edu5,edu6,edu7,edu8,edu9,edu10,edu11,edu12,edu13,edu14,edu15,edu16
175,67,3,,,,,,,,,,,,,,,,,,,,,Y,Y,N,N,N,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,76,,,,,Y,,,,,,,,,,,
176,64,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,67,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,Y,N,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,53,,,,,,,,,,,,,,Y,,
178,67,1,N,Y,N,N,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,64,,,,,,,,,,,,,,Y,,
179,64,3,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,N,N,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,67,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,,,,Y,,,,,,,,,,,,Y,,,34,,,,,,,,,,,,Y,,,,
181,64,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,
182,67,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N,N,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,72,,,,,,,Y,Y,,,,,,,,
183,64,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,Y,Y,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,67,1,Y,N,N,Y,N,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,32,,,,,,,,,,,,,,Y,,
185,67,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N,N,N,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,73,,,,,,,Y,,,,,,,,,
186,64,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,N,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,45,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,67,3,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,N,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,48,,,,,,,,,,,,,Y,,,
189,64,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N,Y,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,67,2,,,,,,,,,,,Y,N,N,Y,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,55,,,,,Y,,,,,,,,,,,
191,67,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,Y,N,Y,,,,Y,,Y,,,40,,,,,Y,,,,,,,,,,,
192,47,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,67,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,Y,N,Y,,,,Y,,,,Y,60,,,,,,,Y,,,,,,,,,
194,64,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,N,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,67,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,Y,N,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,42,,,,,,,,,,,,,,Y,,
196,67,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,Y,N,Y,,,,Y,,,,Y,61,,,,,,,Y,,,,,,,,,
197,67,1,Y,Y,Y,N,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,53,,,,,,,Y,,,,,,,,,
198,60,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,
199,67,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,Y,N,N,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,37,,,Y,,,,,,,,,,,,,
200,64,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,Y,Y,N,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,67,2,,,,,,,,,,,Y,Y,Y,N,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,33,,,,,,Y,,,,,,,,,,
202,67,3,,,,,,,,,,,,,,,,,,,,,Y,N,N,Y,N,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,63,,,,,,,,,,Y,,,Y,,,
203,9,1,N,Y,Y,Y,N,Y,Y,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,67,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,Y,,,,Y,,,,Y,57,,,,,,,,,,,,,,Y,,
205,67,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,34,,,,,,,Y,,,,,,,,,
206,67,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,,,,Y,,,,,,,,,,,,,,Y,22,,,,,,Y,,,,,,,,,,
207,64,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,N,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,67,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,N,N,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,43,,,,,Y,,,,,,,,,,,
209,67,1,Y,Y,Y,N,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,19,,,,,,Y,,,,,,,,,,
210,67,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N,N,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,38,,,,,,,,,,,Y,,,,,
211,67,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,50,,,,,,,,Y,,,,,,,,
212,67,2,,,,,,,,,,,Y,N,Y,N,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,71,,,,,,,Y,Y,,,,,,,,
213,67,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,N,N,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,58,,,,,,,Y,,,,,,,,,
214,67,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,Y,N,N,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,31,,,,,Y,,,,,,,,,,,
215,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,67,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N,Y,Y,,,,Y,,,,,,,,,,,,,,Y,44,,,,,,,,,Y,,,,,,,
217,67,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N,N,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,45,,,,,,Y,Y,Y,,,,,,,,
218,67,3,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,69,,,,,,,,,,,,,,Y,,
219,45,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,N,N,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,67,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,Y,N,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,63,,,,,Y,,,,,,,,,,,
221,67,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,51,,,Y,,,,,,,,,,,,,
222,67,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,Y,Y,Y,,,,Y,,,,,,,,,,,,,,Y,55,,,,,,,,,,Y,,,Y,,,
223,9,1,Y,Y,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,67,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,Y,N,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,62,,,,,Y,,,,,,,,,,,
225,67,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,N,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,42,,,,,,,,,Y,,,,,,,
226,67,1,Y,Y,N,N,N,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,69,,,,,,,Y,,,,,,,,,
227,64,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,Y,N,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,
228,67,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,Y,N,N,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,55,,,Y,,,,,,,,,,,,,
229,67,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N,Y,N,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,75,,,,,,,,,,,,,,Y,,
230,67,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,N,N,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,60,,,Y,,,,,,,,,,,,,
231,15,2,,,,,,,,,,,Y,Y,N,N,Y,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,64,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,Y,N,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,64,1,N,Y,N,N,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,67,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,N,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,70,,,,,Y,,,,,,,,,,,
236,67,3,,,,,,,,,,,,,,,,,,,,,Y,Y,N,N,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,34,,,,,,,,,,Y,,,,,,
237,67,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N,Y,Y,,,,Y,,,,,,,,,,,,Y,,,41,,,,,,,,,,,,Y,,,,
238,67,3,,,,,,,,,,,,,,,,,,,,,Y,Y,N,N,N,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,80,,,Y,,,,,,,,,,,,,
239,67,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,Y,N,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,68,,,Y,,,,Y,,,,,,,,,
240,67,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,Y,Y,Y,,,,Y,,Y,,,18,,Y,,,,,,,,,,,,,,
241,67,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,Y,N,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,57,,,,,,Y,,,,,,,,,,
242,67,1,N,Y,N,N,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,35,,,,,Y,,,,,,,,,,,
243,67,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,N,Y,N,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,50,,,,,Y,,,,,,,,,,,
244,67,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,N,Y,Y,,,,Y,,Y,,,32,,,,,Y,,,,,,,,,,,
245,64,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,Y,N,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,64,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,67,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N,Y,Y,,,,Y,,,,,,,,,,,,Y,,,48,,,,,,,Y,,,,,,,,,
248,67,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,N,N,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,23,,,Y,,,,,,,,,,,,,
249,64,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,Y,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,64,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,67,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N,Y,Y,,,,Y,,,,,,,,,,,,Y,,,42,,,,,Y,,,,,,,,,,,
252,67,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,N,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,73,,,,Y,,,,,,,,,,,,
253,67,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,N,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,39,,,,,,,,,,,,,,Y,,
254,67,1,Y,Y,N,N,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,53,,,,,,Y,,,,,,,,,,
255,64,1,N,Y,N,N,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,67,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,Y,N,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,36,,,,,,,Y,,,,,,,,,
257,64,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,67,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N,Y,Y,,,,Y,,,,,,,,,,,,Y,,,64,,,,,Y,,,,,,,,,,,
259,27,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,N,N,Y,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,67,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N,N,N,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,62,,,,,Y,,,,,,,,,,,
261,67,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N,N,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,41,,,,,,,,,,,,Y,,,,
262,67,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,24,,,,,,,,,,,Y,,,,,
263,64,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,Y,N,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,67,1,N,Y,N,N,N,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,58,,,,,Y,,,,,,,,,,,
265,67,2,,,,,,,,,,,Y,Y,Y,N,N,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,79,,,,,,,Y,,,,,,,,,
266,67,2,,,,,,,,,,,Y,Y,Y,N,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,45,,,,,,,,,,,,,,Y,,
267,64,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,21,3,,,,,,,,,,,,,,,,,,,,,N,Y,Y,Y,N,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,67,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,Y,Y,Y,N,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,24,,,,,,,,Y,,,,,,,,
